,total_raw_counts,total_norm_counts,size_factor,n_genes_detected,pct_zeros,median_raw_count,outlier_flag
TCGA-AA-3802,175409,168354.51048082445,1.0419025869816483,447,0.6666666666666667,124.0,0
TCGA-AA-3803,169532,160238.08181175136,1.0580006830034772,446,0.8888888888888888,128.5,0
TCGA-AA-3804,181203,168972.53760308767,1.0723813619088884,447,0.6666666666666667,117.0,0
TCGA-AA-3805,204898,186359.76942068367,1.099475496438658,447,0.6666666666666667,127.0,0
TCGA-AA-3806,192209,184272.9304593417,1.043066930779664,445,1.1111111111111112,123.0,0
TCGA-AA-3807,189343,184510.59023952522,1.0261904194995068,446,0.8888888888888888,113.5,0
TCGA-AA-3808,191276,177577.75629128877,1.0771394120232118,448,0.4444444444444444,123.5,0
TCGA-AA-3809,180825,169718.14722440287,1.0654429296880759,447,0.6666666666666667,119.0,0
TCGA-AA-3810,186263,180700.0085218668,1.0307857842599935,446,0.8888888888888888,121.5,0
TCGA-AA-3811,163519,164016.2987906833,0.9969679916304053,449,0.2222222222222222,113.5,0
TCGA-AA-3812,186826,179729.54005641554,1.0394841045125744,448,0.4444444444444444,122.0,0
TCGA-AA-3813,183278,174913.47839595733,1.0478209094047495,448,0.4444444444444444,120.0,0
TCGA-AA-3814,182161,174024.9401169209,1.046752263656076,448,0.4444444444444444,122.5,0
TCGA-AA-3815,169105,167043.42588444316,1.01234154594616,448,0.4444444444444444,110.5,0
TCGA-AA-3816,178971,172893.84114459238,1.0351496549279928,448,0.4444444444444444,132.0,0
TCGA-AA-3817,167092,165430.04170668364,1.0100462907230785,446,0.8888888888888888,116.0,0
TCGA-AA-3818,193191,183532.3736881593,1.052626281226285,446,0.8888888888888888,131.5,0
TCGA-AA-3819,182446,179046.78321075183,1.0189850760136083,449,0.2222222222222222,118.0,0
TCGA-AA-3820,188466,177449.59270463893,1.0620818967654528,446,0.8888888888888888,122.0,0
TCGA-AA-3821,180510,170806.6644100441,1.056808881687788,446,0.8888888888888888,121.5,0
TCGA-AA-3822,176295,164263.63414650026,1.0732442449359754,449,0.2222222222222222,124.0,0
TCGA-AA-3823,177459,183078.6677159048,0.9693046285183525,445,1.1111111111111112,108.0,1
TCGA-AA-3824,185795,181340.63902826587,1.0245635010199772,446,0.8888888888888888,110.0,0
TCGA-AA-3825,180736,171960.17521472648,1.051034053520329,450,0.0,112.0,0
TCGA-AA-3826,171066,169151.5272218401,1.0113180933663641,448,0.4444444444444444,113.5,0
TCGA-AA-3827,182573,174197.80003830616,1.048078678145488,447,0.6666666666666667,131.5,0
TCGA-AA-3828,177073,170873.94205547444,1.036278544697664,449,0.2222222222222222,121.5,0
TCGA-AA-3829,180291,183399.4205424044,0.9830510885300987,449,0.2222222222222222,123.0,1
TCGA-AA-3830,206187,187207.36257042538,1.1013829646920787,447,0.6666666666666667,117.5,0
TCGA-AA-3831,176482,174865.79549000648,1.0092425422905869,448,0.4444444444444444,124.0,0
TCGA-AA-3832,187953,177533.66912221158,1.0586893231537726,446,0.8888888888888888,128.5,0
TCGA-AA-3833,172590,161095.93154082476,1.071349216266597,448,0.4444444444444444,116.5,0
TCGA-AA-3834,181691,177245.16180262982,1.025082987609675,446,0.8888888888888888,124.0,0
TCGA-AA-3835,177963,172734.55697157508,1.030268656834459,446,0.8888888888888888,116.5,0
TCGA-AA-3836,175049,164775.79168496013,1.0623465875052904,449,0.2222222222222222,124.0,0
TCGA-AA-3837,201165,197396.17675677178,1.0190926861155578,448,0.4444444444444444,114.5,0
TCGA-AA-3838,182608,162856.8159856234,1.1212794435089544,443,1.5555555555555556,127.0,1
TCGA-AA-3839,204012,203418.8312033445,1.0029159974676216,445,1.1111111111111112,118.0,0
TCGA-AA-3840,179042,167983.7450126614,1.0658293157263823,448,0.4444444444444444,120.0,0
TCGA-AA-3841,166782,159772.56688080367,1.043871318187093,448,0.4444444444444444,125.0,0
TCGA-AA-3842,176868,166758.0948886352,1.060626173008971,447,0.6666666666666667,126.0,0
TCGA-AA-3843,196188,188614.54741978954,1.0401530671086288,447,0.6666666666666667,126.0,0
TCGA-AA-3844,192581,184801.85698695673,1.0420945067321066,446,0.8888888888888888,113.5,0
TCGA-AA-3845,188514,176190.3734064104,1.0699449484970627,450,0.0,116.5,0
TCGA-AA-3846,169361,161199.9195382161,1.0506270752811953,448,0.4444444444444444,111.0,0
TCGA-AA-3847,188118,187418.4740717615,1.003732427828703,446,0.8888888888888888,114.0,0
TCGA-AA-3848,190379,189038.1026156497,1.007093265144946,446,0.8888888888888888,114.5,0
TCGA-AA-3849,177115,171752.102793098,1.0312246378337646,449,0.2222222222222222,117.5,0
TCGA-AA-3850,174097,162215.40465237747,1.073245789282987,449,0.2222222222222222,118.5,0
TCGA-AA-3851,183417,179726.63775877585,1.020533195786911,447,0.6666666666666667,125.0,0
TCGA-AA-3852,182263,171838.39693741268,1.0606651554505842,446,0.8888888888888888,117.0,0
TCGA-AA-3853,180877,168778.08690734013,1.0716853313979215,449,0.2222222222222222,121.0,0
TCGA-AA-3854,172895,174270.86356754095,0.9921050281190136,445,1.1111111111111112,116.0,0
TCGA-AA-3855,196097,184563.18216876133,1.0624925171732915,448,0.4444444444444444,130.0,0
TCGA-AA-3856,184417,178332.23762405993,1.0341203724969081,448,0.4444444444444444,117.5,0
TCGA-AA-3857,194812,185849.69293589916,1.0482234160440178,449,0.2222222222222222,121.0,0
TCGA-AA-3858,182826,183107.64906396455,0.9984618388942008,450,0.0,112.5,0
TCGA-AA-3859,180247,171592.69954792334,1.0504351320008205,448,0.4444444444444444,116.5,0
TCGA-AA-3860,179925,170748.93770857493,1.0537400842111608,448,0.4444444444444444,111.0,0
TCGA-AA-3861,186928,175291.64840340495,1.0663828066116186,447,0.6666666666666667,130.0,0
TCGA-AA-3862,191350,180565.32280738372,1.0597272888555724,447,0.6666666666666667,120.5,0
TCGA-AA-3863,173730,164158.50868720334,1.0583063978184324,445,1.1111111111111112,117.5,0
TCGA-AA-3864,182451,168008.35754864002,1.08596383335977,448,0.4444444444444444,122.5,0
TCGA-AA-3865,194246,193561.19601360758,1.0035379197922722,445,1.1111111111111112,119.0,0
TCGA-AA-3866,178251,163893.50038254834,1.0876026174554783,448,0.4444444444444444,117.5,0
TCGA-AA-3867,188898,175886.3380061835,1.0739776729751405,449,0.2222222222222222,121.0,0
TCGA-AA-3868,175269,172420.69522016437,1.0165195064095909,447,0.6666666666666667,118.0,0
TCGA-AA-3869,185093,178193.3744005279,1.0387198773393433,447,0.6666666666666667,123.0,0
TCGA-AA-3870,189472,178648.6904130363,1.0605843208922505,448,0.4444444444444444,114.5,0
TCGA-AA-3871,181838,181143.57605226757,1.003833555474979,448,0.4444444444444444,119.5,0
TCGA-AA-3872,181564,164454.60167051648,1.1040372124324138,448,0.4444444444444444,117.0,0
TCGA-AA-3873,177461,172508.37213325125,1.0287094927944898,448,0.4444444444444444,113.5,0
TCGA-AA-3874,182696,178685.50125040114,1.022444455322532,447,0.6666666666666667,119.0,0
TCGA-AA-3875,186470,182143.39788569463,1.0237538234409163,447,0.6666666666666667,117.5,0
TCGA-AA-3876,167254,161993.58777413776,1.0324729657398333,448,0.4444444444444444,129.0,0
TCGA-AA-3877,175297,161918.40118245353,1.0826255615164526,447,0.6666666666666667,122.0,0
TCGA-AA-3878,196736,186929.84401334362,1.05245901765133,449,0.2222222222222222,115.5,0
TCGA-AA-3879,177670,169084.56157126112,1.0507760043197114,449,0.2222222222222222,121.5,0
TCGA-AA-3880,179021,171629.44650750904,1.043066930779664,447,0.6666666666666667,117.5,0
TCGA-AA-3881,192182,191780.64948111004,1.0020927581587395,447,0.6666666666666667,118.0,0
TCGA-AA-3882,175857,172477.98998114502,1.0195909635729428,447,0.6666666666666667,113.0,0
TCGA-AA-3883,177812,167426.44373330567,1.0620305612131231,449,0.2222222222222222,117.5,0
TCGA-AA-3884,176205,172264.0369376763,1.022877456794708,446,0.8888888888888888,126.5,0
TCGA-AA-3885,176628,167799.38800563026,1.052614089355758,447,0.6666666666666667,119.5,0
TCGA-AA-3886,188651,180726.56259359705,1.0438476629704,447,0.6666666666666667,118.5,0
TCGA-AA-3887,184820,174502.88489467162,1.0591228913582473,448,0.4444444444444444,118.0,0
TCGA-AA-3888,209153,202240.63906875876,1.03417889185413,448,0.4444444444444444,115.0,0
TCGA-AA-3889,175026,160569.32026105773,1.0900338851496552,450,0.0,122.0,0
TCGA-AA-3890,188285,184620.76698402237,1.019847350197038,448,0.4444444444444444,115.0,0
TCGA-AA-3891,182571,177034.4246055809,1.0312740045149646,448,0.4444444444444444,118.0,0
TCGA-AA-3892,195977,182700.96499105182,1.0726653797893098,445,1.1111111111111112,119.5,0
TCGA-AA-3893,177844,165120.73383563376,1.0770543218214579,447,0.6666666666666667,123.5,0
TCGA-AA-3894,182220,175788.24779231413,1.0365880671117713,450,0.0,117.5,0
TCGA-AA-3895,182109,174685.5894222954,1.0424958383931648,448,0.4444444444444444,128.0,0
TCGA-AA-3896,178883,171831.6901796937,1.0410361430591317,449,0.2222222222222222,128.5,0
TCGA-AA-3897,188921,182419.85824767183,1.0356383445025024,445,1.1111111111111112,114.5,0
TCGA-AA-3898,197624,192370.2031490283,1.0273108660539367,447,0.6666666666666667,103.0,0
TCGA-AA-3899,177655,169631.33597904004,1.0473006002968188,449,0.2222222222222222,124.5,0
TCGA-AA-3900,185710,180378.07948910148,1.0295596922087236,448,0.4444444444444444,121.0,0
TCGA-AA-3901,178646,166485.07206117274,1.0730451552698903,448,0.4444444444444444,130.0,0
TCGA-AA-3902,177914,170509.36062789493,1.0434265857595018,448,0.4444444444444444,120.0,0
TCGA-AA-3903,184300,184784.40520379724,0.9973785385013253,449,0.2222222222222222,108.5,0
TCGA-AA-3904,174589,174561.13998517074,1.0001596003258895,446,0.8888888888888888,119.5,0
TCGA-AA-3905,197971,186028.81882285373,1.0641953287276325,447,0.6666666666666667,123.0,0
TCGA-AA-3906,183853,178830.81450064477,1.0280834458724513,446,0.8888888888888888,116.0,0
TCGA-AA-3907,170326,164565.40654192117,1.0350048869876634,447,0.6666666666666667,119.0,0
TCGA-AA-3908,182723,173896.51846003596,1.0507570917355227,447,0.6666666666666667,116.0,0
TCGA-AA-3909,180165,169779.67253049766,1.0611694398670537,448,0.4444444444444444,125.5,0
TCGA-AA-3910,183226,171751.80289392988,1.0668068510067188,447,0.6666666666666667,123.5,0
TCGA-AA-3911,173601,161138.64427178953,1.07733933585286,447,0.6666666666666667,124.0,0
TCGA-AA-3912,180372,179230.76529888995,1.0063674040514579,448,0.4444444444444444,122.0,0
TCGA-AA-3913,178318,175623.63049214162,1.0153417253720818,447,0.6666666666666667,117.0,0
TCGA-AA-3914,185753,177294.8442776943,1.0477067212911042,448,0.4444444444444444,126.0,0
TCGA-AA-3915,210984,200777.1396081591,1.0508367656385622,448,0.4444444444444444,104.5,0
TCGA-AA-3916,180414,170774.4644740526,1.0564460006104253,448,0.4444444444444444,122.5,0
TCGA-AA-3917,178926,162832.3751999979,1.0988355342740361,447,0.6666666666666667,131.5,0
TCGA-AA-3918,194055,183115.9228096172,1.0597385362372664,447,0.6666666666666667,127.5,0
TCGA-AA-3919,187373,180714.5652281033,1.036845036610592,446,0.8888888888888888,120.0,0
TCGA-AA-3920,172530,163073.66745874012,1.0579881024853535,449,0.2222222222222222,120.5,0
TCGA-AA-3921,174048,160565.37734917173,1.0839696756138681,447,0.6666666666666667,129.0,0
TCGA-AA-3922,182185,174174.6050571421,1.0459906020181868,449,0.2222222222222222,114.0,0
TCGA-AA-3923,176813,166753.15422933534,1.0603277690137685,447,0.6666666666666667,120.0,0
TCGA-AA-3924,185017,170919.4841602185,1.0824804492539106,450,0.0,130.5,0
TCGA-AA-3925,182814,169678.94946613273,1.0774111967052753,448,0.4444444444444444,121.5,0
TCGA-AA-3926,180927,176514.37273563078,1.024998685353391,447,0.6666666666666667,120.5,0
TCGA-AA-3927,183903,173855.56080923823,1.0577918770270813,447,0.6666666666666667,127.5,0
TCGA-AA-3928,179297,169447.4087104457,1.0581277185913502,448,0.4444444444444444,117.5,0
TCGA-AA-3929,178598,172138.09506876243,1.0375274568285253,449,0.2222222222222222,123.5,0
TCGA-AA-3930,173986,171613.11771259265,1.0138269283784083,446,0.8888888888888888,113.0,0
TCGA-AA-3931,166409,165528.8826140603,1.0053170019155613,447,0.6666666666666667,116.5,0
TCGA-AA-3932,176790,176727.81499891772,1.0003518687824136,446,0.8888888888888888,117.0,0
TCGA-AA-3933,186922,178408.23250939342,1.047720709806137,447,0.6666666666666667,117.5,0
TCGA-AA-3934,184208,176412.04588390372,1.0441917334898252,446,0.8888888888888888,119.0,0
TCGA-AA-3935,188244,178552.05561017714,1.0542807774276357,447,0.6666666666666667,129.5,0
TCGA-AA-3936,168657,165433.3220838797,1.019486267189181,446,0.8888888888888888,121.0,0
TCGA-AA-3937,186989,184504.35516706717,1.0134665917814405,447,0.6666666666666667,109.0,0
TCGA-AA-3938,182358,174085.45440256118,1.047520027596959,448,0.4444444444444444,128.5,0
TCGA-AA-3939,169116,160073.60515478058,1.05648898103142,448,0.4444444444444444,116.0,0
TCGA-AA-3940,181400,175223.74087904033,1.0352478442132065,447,0.6666666666666667,116.5,0
TCGA-AA-3941,193509,175894.7976306899,1.1001405533681163,447,0.6666666666666667,118.0,0
TCGA-AA-3942,181038,169151.94338850363,1.0702685193760784,446,0.8888888888888888,120.0,0
TCGA-AA-3943,172681,170429.5966490648,1.0132101665156852,447,0.6666666666666667,116.5,0
TCGA-AA-3944,180408,178299.7542519245,1.0118241651926043,448,0.4444444444444444,106.5,0
TCGA-AA-3945,197916,181760.4339871669,1.088883843741118,446,0.8888888888888888,131.5,0
TCGA-AA-3946,179547,167000.89893594058,1.0751259492852907,447,0.6666666666666667,119.5,0
TCGA-AA-3947,198395,180160.97318529635,1.1012096376497138,449,0.2222222222222222,127.0,0
TCGA-AA-3948,193435,180198.35791000634,1.0734559528927796,450,0.0,129.0,0
TCGA-AA-3949,174070,169450.15618693808,1.0272637329880374,446,0.8888888888888888,113.5,0
TCGA-AA-3950,170086,161174.95070441096,1.0552880534887308,446,0.8888888888888888,126.0,0
TCGA-AA-3951,172117,162471.20652511757,1.0593692487498774,445,1.1111111111111112,115.5,0
TCGA-AA-3952,190548,176309.55033847864,1.0807582438624932,449,0.2222222222222222,118.0,0
TCGA-AA-3953,206541,198626.79347914504,1.0398446069748688,448,0.4444444444444444,118.5,0
TCGA-AA-3954,190507,187817.11272856375,1.014321843373898,448,0.4444444444444444,101.0,0
TCGA-AA-3955,179878,172718.04677058326,1.0414545750330717,447,0.6666666666666667,129.0,0
TCGA-AA-3956,178826,180696.10461957412,0.9896505537653326,443,1.5555555555555556,104.5,0
TCGA-AA-3957,170013,164827.15647981927,1.0314623125881301,447,0.6666666666666667,123.0,0
TCGA-AA-3958,191715,177205.5376904948,1.0818792826601575,448,0.4444444444444444,123.5,0
TCGA-AA-3959,185748,175968.18155316636,1.0555771978803952,448,0.4444444444444444,114.5,0
TCGA-AA-3960,198572,183644.20190848634,1.0812865200010644,448,0.4444444444444444,121.5,0
TCGA-AA-3961,183739,175405.78316753235,1.0475082216902079,448,0.4444444444444444,123.0,0
TCGA-AA-3962,193415,183904.46330677913,1.0517145507086247,449,0.2222222222222222,132.5,0
TCGA-AA-3963,179537,168403.64371868555,1.0661111365257183,449,0.2222222222222222,127.0,0
TCGA-AA-3964,199982,191629.11980353104,1.0435887834011492,447,0.6666666666666667,122.5,0
TCGA-AA-3965,180154,170973.36789108766,1.0536962699053838,446,0.8888888888888888,125.0,0
TCGA-AA-3966,206631,195641.74349413667,1.0561703055268095,446,0.8888888888888888,117.5,0
TCGA-AA-3967,204089,192984.805741053,1.057539215153791,448,0.4444444444444444,111.5,0
TCGA-AA-3968,206697,196774.76344153885,1.0504243348330031,449,0.2222222222222222,118.0,0
TCGA-AA-3969,175410,160989.5917564584,1.0895735437689444,447,0.6666666666666667,120.5,0
TCGA-AA-3970,184751,169484.5555458829,1.0900757263984693,449,0.2222222222222222,110.0,0
TCGA-AA-3971,188968,182902.9791240738,1.0331597708521298,450,0.0,131.0,0
TCGA-AA-3972,190028,178293.30561012676,1.0658167974939758,446,0.8888888888888888,121.0,0
TCGA-AA-3973,191540,177594.93225425732,1.0785217661829334,449,0.2222222222222222,128.0,0
TCGA-AA-3974,169575,162456.61538522376,1.0438171421822178,448,0.4444444444444444,119.0,0
TCGA-AA-3975,177639,162902.45823123257,1.090462365815558,447,0.6666666666666667,124.0,0
TCGA-AA-3976,186219,174732.15349612475,1.065739740935145,449,0.2222222222222222,132.0,0
TCGA-AA-3977,176903,162560.36880742895,1.0882295684845642,449,0.2222222222222222,121.0,0
TCGA-AA-3978,187058,175534.94502895887,1.0656453617776227,446,0.8888888888888888,121.0,0
TCGA-AA-3979,186127,168007.7464173464,1.1078477270782723,446,0.8888888888888888,123.0,0
TCGA-AA-3980,180799,172347.55130016996,1.0490372426882384,450,0.0,124.5,0
TCGA-AA-3981,167727,158271.68225710082,1.059741057958427,447,0.6666666666666667,127.5,0
TCGA-AA-3982,198826,183418.9538659135,1.0839992040590836,449,0.2222222222222222,128.0,0
TCGA-AA-3983,188139,167621.07451523014,1.1224065980015274,449,0.2222222222222222,126.0,1
TCGA-AA-3984,186010,170204.51022459008,1.0928617564514247,447,0.6666666666666667,124.5,0
TCGA-AA-3985,202977,198312.59720753576,1.0235204563812097,449,0.2222222222222222,111.5,0
TCGA-AA-3986,187518,178287.48953771492,1.0517731809798827,449,0.2222222222222222,114.0,0
TCGA-AA-3987,197479,189441.79604989605,1.042425716593117,448,0.4444444444444444,116.0,0
TCGA-AA-3988,187807,179434.37975869668,1.0466611819460843,449,0.2222222222222222,120.0,0
TCGA-AA-3989,189075,183479.3253270766,1.0304975760236113,447,0.6666666666666667,122.5,0
TCGA-AA-3990,187573,173426.79565904324,1.0815687350227479,448,0.4444444444444444,117.5,0
TCGA-AA-3991,181433,173761.26290173118,1.0441510206023739,442,1.7777777777777777,121.0,0
TCGA-AA-3992,187249,184712.61562327656,1.0137315167573417,447,0.6666666666666667,111.5,0
TCGA-AA-3993,174816,177449.48545183014,0.9851592387257441,449,0.2222222222222222,115.0,1
TCGA-AA-3994,183927,182065.75858058338,1.0102229075578362,446,0.8888888888888888,119.0,0
TCGA-AA-3995,187467,176801.91115221346,1.0603222486583004,446,0.8888888888888888,123.0,0
TCGA-AA-3996,186972,180236.02928263292,1.0373730532356782,448,0.4444444444444444,105.5,0
TCGA-AA-3997,167674,158379.2740117986,1.058686504570724,447,0.6666666666666667,120.0,0
TCGA-AA-3998,178149,177252.55765315366,1.0050574296851642,448,0.4444444444444444,122.5,0
TCGA-AA-3999,193101,186974.67365694157,1.0327655410395258,445,1.1111111111111112,112.5,0
TCGA-AA-4000,170182,160402.7161207514,1.0609670716042412,447,0.6666666666666667,117.0,0
TCGA-AA-4001,184638,177427.69105574553,1.0406380137246394,446,0.8888888888888888,114.5,0
TCGA-AA-4002,184439,178737.4850655748,1.0318988203975985,446,0.8888888888888888,110.5,0
TCGA-AA-4003,185201,169895.6541344908,1.0900867414383264,444,1.3333333333333335,124.5,0
TCGA-AA-4004,186626,166649.1922707819,1.1198734146683325,447,0.6666666666666667,129.5,1
TCGA-AA-4005,206271,204096.782559534,1.010652874647016,446,0.8888888888888888,115.5,0
TCGA-AA-4006,191510,186674.32766193018,1.025904324384804,447,0.6666666666666667,123.0,0
TCGA-AA-4007,189723,170988.65523692852,1.1095648406446172,446,0.8888888888888888,129.0,0
TCGA-AA-4008,210845,188301.4312986681,1.1197206444255603,446,0.8888888888888888,127.5,1
TCGA-AA-4009,193538,184263.61575323017,1.0503321516234128,443,1.5555555555555556,126.0,0
TCGA-AA-4010,168928,161483.14554238916,1.0461029814139742,445,1.1111111111111112,137.5,0
TCGA-AA-4011,199819,196498.76577829075,1.016896972398572,449,0.2222222222222222,113.5,0
TCGA-AA-4012,189052,173715.18656169792,1.0882871195193689,443,1.5555555555555556,117.0,0
TCGA-AA-4013,203146,184926.81584368573,1.0985210504663343,446,0.8888888888888888,123.5,0
TCGA-AA-4014,177173,173647.5269842259,1.0203024660183866,449,0.2222222222222222,118.0,0
TCGA-AA-4015,188059,167792.85181835602,1.1207807600980708,447,0.6666666666666667,133.0,1
TCGA-AA-4016,201038,185453.97340285341,1.084031775168786,448,0.4444444444444444,127.5,0
TCGA-AA-4017,170020,155689.18362689178,1.0920476043310237,449,0.2222222222222222,122.0,0
TCGA-AA-4018,174173,170166.56194216237,1.0235442146336562,446,0.8888888888888888,117.5,0
TCGA-AA-4019,168634,163124.7947198181,1.0337729484327902,448,0.4444444444444444,119.0,0
TCGA-AA-4020,175269,170776.3682484327,1.026307104417584,447,0.6666666666666667,128.5,0
TCGA-AA-4021,191606,176528.71505773137,1.0854098152662461,449,0.2222222222222222,132.0,0
TCGA-AA-4022,184766,172661.39319463618,1.0701060415498826,447,0.6666666666666667,130.0,0
TCGA-AA-4023,171962,158402.6553967064,1.085600488005301,443,1.5555555555555556,128.0,0
TCGA-AA-4024,185795,172621.8672017252,1.0763120745466201,448,0.4444444444444444,124.5,0
TCGA-AA-4025,192167,180754.3403197024,1.063139062996285,445,1.1111111111111112,123.0,0
TCGA-AA-4026,190286,184560.2437905791,1.0310237789668177,449,0.2222222222222222,113.5,0
TCGA-AA-4027,180911,165045.09599961422,1.0961307205421171,449,0.2222222222222222,124.0,0
TCGA-AA-4028,199086,189162.71005428862,1.05245901765133,449,0.2222222222222222,134.0,0
TCGA-AA-4029,163866,159085.6202288991,1.0300491003789198,447,0.6666666666666667,115.0,0
TCGA-AA-4030,179050,178094.39105367137,1.0053657442026944,445,1.1111111111111112,114.0,0
TCGA-AA-4031,189666,181329.84817330955,1.045972309085722,448,0.4444444444444444,111.5,0
TCGA-AA-4032,193543,181718.4218703013,1.065070882786657,447,0.6666666666666667,123.0,0
TCGA-AA-4033,182505,170507.54589466468,1.0703631856430977,443,1.5555555555555556,115.0,0
TCGA-AA-4034,189405,187079.92328051518,1.0124282535437996,443,1.5555555555555556,137.5,0
TCGA-AA-4035,188052,181115.28553173514,1.0382999946575433,446,0.8888888888888888,121.5,0
TCGA-AA-4036,177016,168192.77238464763,1.05245901765133,447,0.6666666666666667,117.5,0
TCGA-AA-4037,174359,162750.74119643698,1.0713253821041102,447,0.6666666666666667,124.5,0
TCGA-AA-4038,181024,179477.38758472458,1.0086173107157876,449,0.2222222222222222,117.5,0
TCGA-AA-4039,182075,168681.19701155237,1.0794030587032788,448,0.4444444444444444,121.5,0
TCGA-AA-4040,169612,164425.4745394197,1.031543320614452,450,0.0,118.5,0
TCGA-AA-4041,179617,171719.5160773318,1.0459906020181868,449,0.2222222222222222,120.0,0
TCGA-AA-4042,174445,156710.68684916748,1.1131659461610401,445,1.1111111111111112,123.0,0
TCGA-AA-4043,186225,183211.06496824237,1.0164506168460954,448,0.4444444444444444,113.0,0
TCGA-AA-4044,183534,169885.58779191657,1.080338846781992,448,0.4444444444444444,133.0,0
TCGA-AA-4045,188280,183444.62260442038,1.0263587851577782,446,0.8888888888888888,123.0,0
TCGA-AA-4046,181468,172992.04214350306,1.0489962298350455,446,0.8888888888888888,124.5,0
TCGA-AA-4047,180480,165810.67568794487,1.0884703246711493,443,1.5555555555555556,123.5,0
TCGA-AA-4048,172409,158427.77120143326,1.088249861072591,448,0.4444444444444444,130.0,0
TCGA-AA-4049,191992,182042.82878225858,1.054652914834902,448,0.4444444444444444,117.5,0
TCGA-AA-4050,202147,192836.0961767969,1.0482840298460856,449,0.2222222222222222,123.0,0
TCGA-AA-4051,183057,172958.4498402301,1.0583871454045661,448,0.4444444444444444,125.0,0
TCGA-AA-4052,182879,176454.2568127556,1.0364102476375054,447,0.6666666666666667,132.0,0
TCGA-AA-4053,167685,155950.92462047766,1.0752421020143252,448,0.4444444444444444,131.5,0
TCGA-AA-4054,169302,162218.61294628953,1.0436656862308133,447,0.6666666666666667,130.0,0
TCGA-AA-4055,192732,176750.79055438424,1.0904166221576164,448,0.4444444444444444,122.0,0
TCGA-AA-4056,182591,179541.12997947953,1.016987026988574,448,0.4444444444444444,114.5,0
TCGA-AA-4057,190093,176402.14323587687,1.077611623719426,447,0.6666666666666667,116.0,0
TCGA-AA-4058,175162,161993.94768308615,1.0812873104535667,447,0.6666666666666667,125.5,0
TCGA-AA-4059,190777,186561.34977893485,1.0225965894117965,448,0.4444444444444444,121.5,0
TCGA-AA-4060,188459,184850.7713605724,1.0195196839746443,447,0.6666666666666667,121.5,0
TCGA-AA-4061,189702,188192.24133135198,1.00802242780025,449,0.2222222222222222,129.5,0
TCGA-AA-4062,172329,171739.54367262975,1.0034322690905355,447,0.6666666666666667,124.0,0
TCGA-AA-4063,174330,171678.41116601694,1.0154450918783196,447,0.6666666666666667,129.0,0
TCGA-AA-4064,177230,168009.65030718726,1.0548798814589182,448,0.4444444444444444,116.0,0
TCGA-AA-4065,192360,185777.91167018906,1.0354298757620664,448,0.4444444444444444,122.0,0
TCGA-AA-4066,186482,169655.49988613767,1.0991803986617306,449,0.2222222222222222,132.5,0
TCGA-AA-4067,198816,182553.71589889677,1.089082186144651,446,0.8888888888888888,125.0,0
TCGA-AA-4068,190516,180324.37560060405,1.0565182847047208,447,0.6666666666666667,119.0,0
TCGA-AA-4069,175517,159797.79214184234,1.0983693682338533,449,0.2222222222222222,123.5,0
TCGA-AA-4070,202722,188729.35146222095,1.0741413480699638,445,1.1111111111111112,119.5,0
TCGA-AA-4071,185393,177105.59103851952,1.046793604385296,448,0.4444444444444444,121.0,0
TCGA-AA-4072,198572,189306.91867499932,1.0489421168008493,445,1.1111111111111112,121.0,0
TCGA-AA-4073,182839,183783.54605464023,0.9948605515840935,449,0.2222222222222222,113.5,0
TCGA-AA-4074,194488,180302.3092758078,1.0786772547793184,445,1.1111111111111112,125.5,0
TCGA-AA-4075,182030,171440.79024672235,1.0617659877677803,447,0.6666666666666667,123.0,0
TCGA-AA-4076,168617,161925.95398973377,1.0413216402028451,448,0.4444444444444444,117.0,0
TCGA-AA-4077,184015,184685.59470946583,0.996368992879381,448,0.4444444444444444,114.0,0
TCGA-AA-4078,190221,175637.14442915595,1.083034005239857,448,0.4444444444444444,124.0,0
TCGA-AA-4079,176997,166144.2676844222,1.0653211360634582,448,0.4444444444444444,133.5,0
TCGA-AA-4080,193104,183642.18319891204,1.0515231121535917,449,0.2222222222222222,119.0,0
TCGA-AA-4081,187225,176024.9938607857,1.0636273627600414,447,0.6666666666666667,121.5,0
TCGA-AA-4082,191637,186318.8993234603,1.0285430017880643,446,0.8888888888888888,119.5,0
TCGA-AA-4083,194420,183303.60431162518,1.0606447196176045,447,0.6666666666666667,131.0,0
TCGA-AA-4084,183863,174615.33013527305,1.052960240418541,447,0.6666666666666667,109.0,0
TCGA-AA-4085,167864,163859.24024307268,1.0244402436566076,446,0.8888888888888888,112.5,0
TCGA-AA-4086,176485,169027.07682808518,1.0441226536710455,446,0.8888888888888888,126.5,0
TCGA-AA-4087,175680,166758.12839401152,1.0535018693955842,446,0.8888888888888888,120.5,0
TCGA-AA-4088,184622,175726.61717197188,1.0506205774127138,449,0.2222222222222222,114.0,0
TCGA-AA-4089,219082,216537.83913701907,1.0117492668861956,447,0.6666666666666667,109.5,0
TCGA-AA-4090,180811,164885.24978953702,1.0965868701463044,449,0.2222222222222222,124.5,0
TCGA-AA-4091,189198,174911.3169437055,1.081679580863785,448,0.4444444444444444,118.0,0
TCGA-AA-4092,177485,174270.27834406952,1.0184467580271117,448,0.4444444444444444,120.5,0
TCGA-AA-4093,170620,153795.12426356282,1.10939797875259,448,0.4444444444444444,124.0,0
TCGA-AA-4094,192443,177900.62878602606,1.081744349714835,447,0.6666666666666667,123.0,0
